adipose_tissue,adrenal_gland,brain,breast,colon,heart,kidney,leukocyte,liver,lung,lymph_node,ovary,prostate_gland,skeletal_muscle_tissue,testis,thyroid_gland,micropeptide_aa_avg,genebody_SINE,genebody_LTR,genebody_LINE,genebody_Gm12878H3k27ac,genebody_Gm12878H3k4me1,genebody_Gm12878H3k4me3,genebody_H1hescH3k27ac,genebody_H1hescH3k4me1,genebody_H1hescH3k4me3,genebody_K562H3k27ac,genebody_K562H3k4me1,genebody_K562H3k4me3,TSS1k_Gm12878H3k27ac,TSS1k_Gm12878H3k4me1,TSS1k_Gm12878H3k4me3,TSS1k_H1hescH3k27ac,TSS1k_H1hescH3k4me1,TSS1k_H1hescH3k4me3,TSS1k_K562H3k27ac,TSS1k_K562H3k4me1,TSS1k_K562H3k4me3,TSS5k_Gm12878H3k27ac,TSS5k_Gm12878H3k4me1,TSS5k_Gm12878H3k4me3,TSS5k_H1hescH3k27ac,TSS5k_H1hescH3k4me1,TSS5k_H1hescH3k4me3,TSS5k_K562H3k27ac,TSS5k_K562H3k4me1,TSS5k_K562H3k4me3,cancer-miRNA_targets,miRNA_targets,hbm_total_degree,hbm_cancer-protein_degree
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,1.0,2.0,0.0,1.37037,1.53904,1.43226,3.19266,5.01572,1.7903099999999998,1.1,1.41446,0.8888889999999999,1.24698,2.83733,1.51273,1.12289,1.20923,1.83778,1.32185,1.2031100000000001,1.81224,1.08657,1.3282100000000001,1.09857,1.05714,1.11474,1.14286,1.4116,1.17524,1.46475,0.0,0.0,5455.0,15.0
0.35625,0.0,0.0,0.7125,0.0,0.158333,0.0,0.0,0.0,0.0,0.2375,0.0,0.0,0.0,0.19,0.285,0.0,11.0,7.0,10.0,1.19559,1.8358400000000001,1.85123,2.79133,2.5658,1.35975,1.4744700000000002,1.16957,1.56955,1.69143,2.17782,1.1678,2.8426299999999998,1.7491,1.07178,1.19021,1.45833,1.22956,1.3956600000000001,1.27356,1.7115099999999999,0.925,1.244,2.18526,1.2081600000000001,3.0994599999999997,1.7770099999999998,0.0,0.0,35.0,0.0
0.11875,0.475,0.35625,0.2375,0.11875,0.158333,0.095,0.0678571,0.158333,0.19,0.158333,0.19,0.07916669999999999,0.095,0.095,0.19,0.0,0.0,0.0,1.0,8.02058,10.9877,5.39381,3.41561,5.45145,1.6414099999999998,2.06898,2.18148,1.48977,23.9257,2.61744,3.11396,1.21212,1.3346799999999999,1.1709399999999999,1.39725,1.3913,19.8369,0.8279350000000001,1.44241,1.0841100000000001,1.34545,1.8452,1.40414,2.74609,3.98063,1.62132,0.0,0.0,34.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.74728,4.33385,7.43306,2.60312,4.25951,6.567830000000001,29.5017,13.1168,25.3957,1.34545,1.09075,2.2829599999999997,1.75857,6.48484,7.159510000000001,4.41735,7.743589999999999,2.64645,2.26907,11.4969,4.39264,7.57592,1.68413,3.91135,12.630999999999998,3.3536900000000003,8.0713,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,66.0,0.0,1.0,0.0,0.881081,1.6111,2.28376,5.8937800000000005,1.59893,2.04239,2.25718,1.4220899999999999,1.8154700000000001,1.0558299999999998,3.05724,1.0,1.3041,1.5119999999999998,1.5235299999999998,1.35027,1.1707299999999998,1.6051,1.4111200000000002,1.96327,1.5050299999999999,1.0,1.79292,1.3559299999999999,1.4003299999999999,1.28211,1.25464,0.0,0.0,5455.0,15.0
1.1875,1.9,0.7125,0.95,0.2375,0.475,0.38,0.271429,0.158333,0.19,0.633333,0.38,0.31666700000000003,0.38,0.475,0.38,0.0,2.0,0.0,0.0,13.6966,7.65335,21.465999999999998,2.0238,2.47172,0.8,10.2969,20.1668,16.8301,21.3041,3.4341699999999995,7.13,69.7248,19.0202,16.287,25.1629,13.0054,8.7452,14.4733,23.3813,17.5571,23.8234,6.7549,8.3484,23.7115,23.2922,28.6698,0.0,0.0,17.0,0.0
0.0,0.0,0.2375,0.475,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.158333,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.930474,2.7482,3.0068,2.84532,5.84479,2.77333,4.42574,20.1993,14.195,2.4079900000000003,3.14473,3.7977,2.62036,8.51905,1.86067,3.80261,4.58577,4.90331,19.0808,14.8294,19.9132,8.20397,5.3808,8.419030000000001,15.7185,7.24488,8.79047,0.0,0.0,32.0,1.0
0.11875,0.19,0.11875,0.0,0.11875,0.158333,0.095,0.135714,0.0,0.0,0.0,0.0,0.0,0.0,0.665,0.0,0.0,12.0,10.0,15.0,1.54072,1.34474,1.70307,2.26953,2.45024,1.39121,1.61677,1.92583,2.05885,1.13846,2.8637099999999998,1.03849,0.8888889999999999,2.59869,1.20145,1.36035,1.00662,1.68182,1.18531,7.097160000000001,3.8099800000000004,0.910091,1.38006,1.14002,1.2777,1.46793,1.57511,0.0,0.0,3686.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.0,33.0,5.0,1.0,0.0,1.16079,1.16091,1.6656900000000001,2.1873,1.6826900000000002,1.2506,1.4252200000000002,1.22471,1.65242,1.33738,2.8424400000000003,1.76357,1.3089,1.10543,0.9101450000000001,0.9802690000000001,1.3975899999999999,0.888,1.4677799999999999,1.44127,1.43949,1.2566,1.4359,1.7168,1.20593,1.28809,1.5119999999999998,0.0,0.0,5455.0,15.0
0.0,0.0,0.0,0.0,0.11875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,2.0,0.0,1.0,1.3546200000000002,2.7903700000000002,2.48329,2.71496,1.8324900000000002,1.3925100000000001,1.09212,1.01576,1.67318,1.28911,3.00488,1.9512200000000002,2.10526,1.0548799999999998,0.925,1.1908,1.66179,2.09912,1.85552,0.89697,1.64372,2.0413799999999998,1.41411,4.20911,1.49534,1.82873,1.61917,0.0,0.0,5408.0,14.0
0.0,1.9,0.11875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,1.8264599999999998,3.04293,4.00814,1.70687,3.3576900000000003,1.31765,1.38037,1.74673,1.0383799999999999,2.90571,5.5359,62.7349,29.8575,3.12342,13.9733,10.8928,19.4586,4.642869999999999,16.7139,5.019369999999999,8.65903,7.6467600000000004,13.0498,7.575260000000001,10.6317,5.29582,8.62527,0.0,0.0,1044.0,0.0
0.0,0.0,0.11875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,1.0,0.0,9.0,1.2332,1.20049,1.91402,2.22693,1.51515,1.25111,1.38079,1.17529,1.45573,3.5238099999999997,3.707,1.37337,1.2259200000000001,1.38857,0.972174,1.05,1.1734,1.23333,1.94485,0.925,1.21902,1.32336,2.28571,1.66455,1.05714,1.24674,1.70406,0.0,0.0,1304.0,3.0
0.0,0.0,0.0,0.0,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.31666700000000003,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1.28854,3.30065,2.9774,2.33017,3.4989199999999996,1.12676,1.764,6.7081,2.70007,1.0925,2.448,1.05714,2.3813299999999997,1.57487,3.47597,6.72704,5.71981,2.59935,1.4140700000000002,5.47356,2.44142,6.7761,4.8398,2.6938,2.18527,1.38304,1.12836,0.0,0.0,3944.0,5.0
0.0,0.095,0.0,0.0,0.0,0.158333,0.57,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.0,1.0,0.0,0.0,1.10724,1.58785,1.57202,1.71226,1.88149,1.22222,1.21373,1.18813,1.4818200000000001,1.49064,1.33305,1.6864299999999999,2.1939599999999997,2.10338,1.42308,1.33292,1.0256399999999999,1.12017,1.1504299999999998,0.8984840000000001,1.37824,1.59814,1.3276299999999999,0.8888889999999999,0.9815950000000001,1.51373,1.08962,0.0,0.0,271.0,1.0
0.35625,0.38,1.1875,0.2375,0.475,0.31666700000000003,0.095,0.135714,0.0,0.285,0.395833,0.285,0.158333,0.095,0.57,0.19,48.0,87.0,44.0,91.0,1.94052,1.52295,2.3563400000000003,2.68865,2.32954,1.72743,12.3425,9.65606,6.44638,0.925,2.41557,1.41264,1.58876,1.82,1.42308,1.20509,1.20825,1.3962299999999999,1.6293600000000001,2.1665099999999997,3.2621599999999997,0.929499,1.00852,1.57761,1.30144,1.2621799999999999,1.2358799999999999,0.0,0.0,386.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.02462,1.6048200000000001,1.62628,2.80035,2.66837,1.32863,1.14596,1.5,1.55556,1.12863,3.43264,1.3611799999999998,1.58722,1.11921,1.23333,1.2164700000000002,1.41359,1.39188,1.42345,1.9852599999999998,1.56385,1.23333,1.33333,1.22078,1.22577,1.2253100000000001,1.47173,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864516,0.0,0.0,3.59858,2.1316,2.0413799999999998,0.8901100000000001,0.0,0.0,0.8583850000000001,2.53784,1.25965,1.0810799999999998,1.51769,1.07917,1.0882399999999999,1.12414,1.16246,0.91619,1.4869,1.10239,1.2163700000000002,1.44,1.20177,1.40244,1.3274700000000001,1.18452,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,40.0,4.0,4.0,9.0,1.04807,1.37566,1.63126,1.7103599999999999,1.51152,1.20699,1.3875899999999999,2.21812,1.6925599999999998,1.10475,1.88235,1.67687,1.66083,2.30035,0.921143,1.3232899999999999,1.36364,1.49631,1.21492,1.59348,0.9014049999999999,1.05714,1.3074700000000001,1.12036,1.17834,1.6695099999999998,1.66645,0.0,0.0,5455.0,15.0
0.59375,0.665,0.475,1.06875,1.06875,0.158333,0.19,0.0,0.791667,0.095,0.633333,1.9,1.58333,0.095,0.665,0.285,0.0,4.0,2.0,9.0,1.37351,3.7911300000000003,2.439,2.557,3.2776699999999996,1.5801,3.61473,8.4067,4.44907,1.32505,4.30507,23.2338,25.0772,9.22051,15.3733,20.8639,26.3079,2.06235,6.585660000000001,9.2421,7.857069999999999,7.198189999999999,5.44883,7.1275,33.3078,13.3687,20.7075,0.0,0.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.855,0.95,0.0,1.0,0.0,0.0,0.902439,1.15625,1.5624799999999999,2.6833,2.07591,1.36042,1.28787,1.28461,1.72973,1.24934,2.87887,2.97572,1.7339099999999998,1.46323,1.29454,1.25691,4.3639,1.08293,1.5187899999999999,2.15267,1.7942200000000001,2.0411599999999996,0.92125,6.64918,1.72,1.5029299999999999,1.4778,0.0,0.0,267.0,2.0
